V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
1.064,1.189,-0.313,1.432,1.059,0.002,-0.503,-0.114,0.561,0.042,-1.226,-0.093,1.144,-0.467,-0.289,2.198,-0.605,0.696,-0.582,0.486,-0.235,0.976,0.51,0.323,-1.19,-1.385,0.691,0.39,-0.457,1.914,-0.625,0.598,-0.76,-0.843,0.16,0.364,-0.912,0.488,0.916
0.223,0.098,-0.354,1.367,0.693,0.059,-0.455,-0.114,0.162,0.042,0.133,0.438,0.668,-1.341,-0.26,1.861,-0.284,0.696,-0.574,0.351,-0.97,1.563,0.314,0.35,-1.191,-1.533,0.808,0.145,-0.457,1.914,-0.074,0.723,0.045,-0.843,0.16,0.364,-0.457,0.962,0.744
0.733,0.674,-0.074,0.028,1.246,-0.118,0.5043315602836879,-0.435,0.108,0.042,-1.324,-0.299,0.867,0.698,0.49,0.425,-1.018,0.43,-0.562,-0.466,0.983,0.358,0.51,0.33,-1.19,-0.827,2.207,0.312,-0.453,0.638,-0.144,-0.426,0.462,-0.843,0.16,0.364,-1.097,-0.487,0.237
0.694,0.83,-0.168,0.74,1.179,0.19,-0.618,-0.394,0.411,0.042,0.642,0.462,1.451,-0.736,0.464,0.339,-0.479,0.43,-0.571,-0.274,0.821,1.356,0.51,0.34,-1.19,-0.764,1.902,0.272,-0.453,0.212,-0.086,0.487,0.276,-0.843,0.16,0.364,0.185,0.459,1.393
0.582,0.708,-0.229,1.46,0.13554063955030357,0.021,-0.442,-0.282,0.324,0.042,1.75,0.16,1.708,-0.534,0.119,0.159,-0.131,1.227,-0.569,-0.222,-0.848,1.247,0.721,0.342,-1.19,-1.553,2.253,0.348,0.137712257618,0.435,0.142,0.99,0.427,-0.843,0.16,0.364,0.22761818775662554,0.571,1.329
0.954,0.894,-0.621,1.721,1.214,-0.048,0.5043315602836879,0.4343865248226951,0.607,0.042,-0.121,-0.06,0.725,0.356,-0.66,0.54,-0.755,0.762,0.424,0.053966723394432585,-0.137,0.627,0.314,0.342,0.545,-1.071,1.859,0.245,1.137,1.039,-0.563,0.159,-0.746,0.419,0.16,0.364,-0.18,0.462,0.109
0.02,-0.376,-0.964,1.87,0.533,-0.165,-0.772,0.4343865248226951,-0.627,0.042,-0.432,-0.514,0.187,-0.014,-0.67,0.54,-0.653,0.43,0.448,0.053966723394432585,-0.377,0.737,0.314,0.343,-0.257,-0.776,1.232,0.3359893617021276,1.136,1.856,-0.253,-0.151,-0.108,0.419,0.16,0.364,-0.412,1.318,-0.828
0.708,0.408,-0.784,2.051,1.078,-0.474,-0.72,0.4343865248226951,0.143,0.042,-1.184,-1.273,0.853,-0.004,-0.723,1.349,-0.743,0.43,0.432,-0.11488400277,0.01,0.601,0.314,0.343,-1.189,-0.669,0.321,0.23,1.135,-0.06613652482269503,0.175,-0.124,0.457,0.419,0.16,0.364,-1.288,0.544,0.514
0.038,-0.561,-0.851,2.102,0.256,-0.284,-0.574,0.4343865248226951,-0.406,0.042,1.271,-0.819,0.187,0.361,-0.869,1.707,-0.338,0.165,0.435,1.171,-0.169,0.493,0.133,0.333,-1.191,-0.816,0.126,0.3359893617021276,-0.449,1.604,0.234,0.058,0.213,0.419,0.16,0.364,1.209,1.28,-0.335
0.287,-0.183,-0.738,1.998,0.592,-0.045,-0.552,-1.035,-0.366,0.042,1.418,-0.011,0.552,-0.235,-0.969,1.325,-0.521,0.32,0.448,0.545,-0.35,0.948,0.133,0.328,-1.191,-0.932,0.127,0.115,-0.45,1.311,-0.291,-0.259,0.169,0.419,0.16,0.364,1.159,0.784,0.345
0.506,0.445,-0.585,1.91,0.995,0.167,-0.469,-1.035,0.226,0.042,1.155,0.534,0.854,-0.979,-0.905,1.325,-0.528,0.43,0.429,0.636,-0.438,1.384,0.133,0.345,-1.191,-0.952,0.02,0.176,-0.451,1.225,0.069,-0.028,0.414,0.419,0.16,0.364,1.066,0.489,0.615
-0.222,-0.471,-0.938,1.732,0.281,0.107,-0.54,-0.89,0.4284308510638298,0.042,0.56,-0.073,0.301,0.25,-0.979,0.875,-0.706,0.696,0.441,0.318,-1.131,0.533,0.133,0.338,0.394,-0.956,0.568,0.003,-0.45,0.966,-0.211,-0.484,0.496,0.419,0.16,0.364,1.035,0.97,0.016
-0.118,-0.381,-0.856,1.128,0.857,0.167,-0.488,-0.868,-0.303,0.042,1.084,0.315,0.421,-0.941,-0.935,0.779,-0.636,0.696,0.433,0.544,-1.243,1.241,0.209,0.334,0.394,-0.881,0.184,-0.036,-0.449,0.938,0.737,-0.197,1.193,0.419,0.16,0.364,0.874,1.096,-0.507
0.283,0.152,-0.768,0.955,0.729,-0.15,-0.527,-0.803,-0.258,0.042,-0.218,-0.519,0.679,-0.067,-0.974,0.747,-0.677,0.43,0.437,0.525,-1.073,0.618,0.314,0.339,0.397,-0.747,0.359,0.155,-0.444,0.973,-0.051,-0.17,-0.138,0.419,0.16,0.364,0.206,0.702,-0.595
0.683,0.802,-0.091,0.72,0.646,0.111,-0.374,-0.751,0.493,0.042,-0.968,0.473,0.763,-0.693,-0.961,0.687,-0.613,0.276,0.437,0.105,-0.078,1.213,0.314,0.348,0.395,-0.391,0.758,0.35,-0.449,0.764,0.259,-0.051,-0.127,0.419,0.16,0.364,-1.137,-0.259,0.336
0.148,0.183,-0.519,0.239,0.186,-0.142,-0.307,-0.652,-0.011,0.042,-0.352,-0.143,0.434,-0.449,-1.04,0.486,-0.603,0.165,0.423,-0.132,-0.047,1.012,0.133,0.348,0.394,-0.222,0.997,0.251,-0.445,0.579,-0.148,-0.552,0.343,0.534,0.273,0.364,-0.654,-0.044,-0.026
0.106,0.132,-0.545,-0.094,0.157,0.119,-0.236,-0.627,-0.286,0.042,0.619,0.165,0.246,-0.05,-1.065,0.127,-0.39,0.165,0.064,0.108,-0.563,0.645,0.133,0.336,0.88,-0.402,1.106,0.114,-0.448,0.176,0.155,-0.183,0.238,0.19,0.498,0.364,0.017,0.39,0.828
0.605,0.668,-0.169,-0.299,0.203,0.003,-0.071,-0.55,0.503,0.042,1.48,-0.012,0.137,0.128,-0.994,0.007,-0.406,0.43,0.078,-0.096,-0.527,0.595,0.133,0.333,0.898,-0.512,1.364,0.326,-0.047,-0.063,-0.179,0.34,0.113,0.17,0.46,0.364,0.946,-0.393,0.984
0.467,0.423,-0.161,-0.351,0.079,0.085,0.109,-0.398,0.482,0.042,0.2513143946091433,0.171,0.144,-0.002,-0.868,-0.273,0.114,0.585,0.057,-0.137,-0.289,0.794,0.314,0.344,0.969,-0.263,1.675,0.233,0.192,-0.311,0.042,0.513,0.813,-0.04,0.273,0.364,1.69,0.233,0.163
0.253,0.411,-0.021,-0.365,0.232,-0.114,0.149,-0.398,-0.024,0.042,0.254,-0.022,0.51,-0.388,-0.904,-0.273,-0.005,0.696,0.074,0.28,-0.133,0.945,0.314,0.338,0.969,-0.06,1.021,0.289,0.983,-0.338,0.381,0.327,0.799,-0.04,0.273,0.364,0.497,-0.572,0.282
0.425,0.522,-0.095,-0.306,0.265,0.016,0.173,-0.273,0.317,0.042,-0.281,-0.307,0.208,0.464,-0.942,-0.519,0.122,0.43,-0.111,0.031,0.143,0.331,0.133,0.338,0.969,0.16,1.278,0.326,-0.453,-0.41,1.0,0.434,0.213,-0.135,0.015,0.364,0.178,0.029,0.272
0.164,0.119,-0.223,-0.308,0.162,0.017,0.19,-0.254,-0.066,0.042,0.496,0.0,0.337,0.099,-0.788,-0.654,0.14,0.43,-0.114,-0.445,0.239,0.648,0.133,0.339,0.969,0.211,1.206,0.174,-0.446,-0.545,0.6,0.445,0.679,-0.155,-0.009,0.364,0.43,0.313,-0.28
-0.005,-0.117,0.028,-0.343,0.04,-0.241,0.191,-0.199,-0.041,0.042,0.174,-0.64,0.057,0.457,-0.939,-0.699,0.125,0.43,-0.11,-0.098,0.041,0.398,0.133,0.334,0.969,0.185,1.302,0.163,-0.451,-0.548,0.313,0.245,0.382,-0.269,-0.29,0.364,0.08,-0.333,0.244
-0.246,-0.259,-0.164,-0.395,-0.179,0.007,0.239,-0.127,-0.047,0.042,0.812,0.179,0.185,-0.485,-0.445,-0.87,0.11,0.43,-0.112,-0.341,-0.034,-0.017,0.314,0.339,0.97,0.122,1.227,0.223,-0.447,-0.828,0.588,0.089,-0.098,-0.269,-0.29,0.364,1.445,0.206,-0.014
0.486,0.53,-0.066,-0.461,-0.014,-0.044,0.209,-0.127,0.478,0.042,-0.388,-0.11,-0.157,-0.426,-0.27,-0.884,0.096,0.43,-0.106,-0.078,0.094,-0.022,0.314,0.341,0.97,0.136,1.155,0.379,-0.448,-0.828,0.294,0.11,0.279,-0.269,-0.29,0.364,0.055,0.14,0.113
0.45,0.296,0.073,-0.468,-0.432,0.019,0.279,-0.061,0.505,0.042,-0.612,0.084,-0.416,-0.672,-0.064,-1.041,0.265,0.165,-0.111,0.512,0.092,0.258,0.133,0.341,0.969,0.292,0.415,0.307,0.679,-0.739,1.127,0.658,-0.034,-0.269,-0.29,0.364,-0.761,0.077,0.294
0.421,0.128,0.255,-0.527,-0.365,-0.103,0.316,-0.029,0.418,0.042,-0.221,-0.059,-0.31,-0.268,0.088,-0.951,0.241,0.165,-0.112,0.529,0.051,0.008,0.133,0.339,0.969,0.37,0.103,0.344,-0.452,-0.765,0.923,0.385,-0.01,-0.269,-0.29,0.364,-0.232,-0.81,0.432
0.735,0.423,0.43,-0.51,-0.188,0.009,0.388,0.068,0.654,0.042,0.421,0.101,-0.456,-0.69,-0.205,-0.951,0.466,0.165,-0.112,0.201,0.4,0.327,0.133,0.343,0.969,0.491,0.243,0.415,-0.449,-0.777,0.206,0.278,-0.297,-0.269,-0.29,0.364,0.154,-0.035,0.308
0.896,0.588,0.38,-0.369,0.397,-0.736,0.442,0.228,0.717,0.042,0.793,-1.682,0.188,0.216,-0.152,-0.191,0.638,0.165,-0.12,0.221,0.457,-0.397,0.133,0.342,0.252,0.165,0.572,0.445,-0.447,0.037,0.288,0.802,0.224,-0.269,-0.29,0.364,0.716,-0.598,0.739
0.063,-0.279,-0.251,-0.365,0.133,-0.095,0.386,0.242,-0.182,0.042,0.183,-0.385,0.374,-0.124,-0.136,0.066,0.667,0.165,-0.107,0.213,-0.059,-0.165,0.133,0.331,0.252,0.085,0.684,0.154,-0.45,0.076,0.722,0.258,0.457,-0.269,-0.29,0.364,0.694,0.947,0.134
0.437,0.097,0.137,-0.475,-0.16,-0.26,0.373,0.285,0.308,0.042,-0.1,-0.445,0.254,-0.176,-0.096,0.064,0.317,-0.366,-0.118,-0.117,-0.049,-0.034,0.133,0.343,0.256,-0.012,0.826,0.312,-0.443,0.151,0.129,0.076,0.447,-0.269,-0.29,0.364,-0.289,-0.554,0.524
0.245,0.103,0.002,-0.478,0.145,-0.054,0.392,0.283,0.296,0.042,0.228,-0.059,-0.125,-0.1,0.124,0.064,0.436,0.165,-0.108,0.146,-0.287,-0.066,0.133,0.338,0.255,0.004,0.958,0.229,-0.447,-0.22,0.538,0.25,0.341,-0.269,-0.29,0.364,0.28,0.114,0.213
0.198,0.15,-0.06,-0.795,0.132,-0.115,0.368,0.283,0.124,0.042,-0.334,-0.129,0.149,-0.05,0.086,-0.267,0.246,0.165,-0.111,-0.091,-0.724,-0.2,0.133,0.348,0.255,-0.097,0.896,0.256,-0.449,-0.137,0.83,0.367,0.468,-0.269,-0.29,0.364,-0.359,0.127,0.961
0.215,0.282,-0.195,-1.176,0.178,0.062,0.301,0.296,0.085,0.042,0.602,0.098,-0.021,-0.234,0.233,-0.287,0.201,0.165,-0.112,0.194,-0.743,-0.028,0.133,0.345,0.255,-0.157,0.966,0.243,-0.446,-0.206,1.09,0.335,0.929,-0.269,-0.29,0.364,1.197,0.408,-0.42
0.412,0.292,0.353,-1.192,-0.146,-0.243,0.363,0.295,0.48,0.042,-0.43,-0.331,-0.223,-0.178,0.387,-0.347,0.104,0.165,-0.104,0.101,-0.345,0.088,0.133,0.347,0.252,-0.039,0.854,0.36,0.594,-0.297,1.062,0.338,1.288,-0.269,-0.29,0.364,-0.522,-0.608,0.099
0.335,0.206,0.386,-1.189,-0.509,-0.059,0.432,0.294,0.492,0.042,-0.608,0.071,-0.42,-0.064,0.4,-0.708,0.401,0.165,-0.112,0.064,0.01,0.041,0.133,0.347,0.255,0.315,0.941,0.317,-0.45,-0.297,0.923,0.427,0.916,-0.269,-0.29,0.364,-0.483,-0.583,-0.057
0.046,0.419,0.26,-1.064,-0.583,0.12,0.47,0.345,0.576,0.042,-0.448,0.344,-0.646,0.19,0.368,-0.708,0.52,0.165,-0.108,0.017,0.384,-0.064,0.133,0.336,0.343,0.67,1.038,0.384,-0.444,-0.997,0.369,0.445,0.541,-0.269,-0.29,0.364,-0.408,-0.085,0.026
-0.027,0.234,0.674,-0.797,-0.908,0.242,0.594,0.345,0.527,0.042,0.317,0.575,-0.995,0.444,0.071,-1.098,0.616,0.165,-0.124,-0.003,0.389,-0.18,0.133,0.34,0.969,0.819,1.348,0.396,-0.449,-1.145,0.092,0.438,0.665,-0.269,-0.29,0.364,-0.256,-0.684,0.038
-0.041,0.635,0.352,-0.736,-0.572,0.197,0.704,0.446,0.714,0.042,0.409,0.454,-0.924,-0.384,-0.297,-1.143,0.771,0.165,-0.116,-0.04,0.561,0.44,0.133,0.34,0.969,0.89,1.222,0.422,-0.449,-1.229,1.2,0.589,0.06,-0.269,-0.29,0.364,-0.004,0.034,0.397
0.447,0.65,0.43,-0.576,-0.263,0.108,0.67,0.471,0.657,0.042,-0.438,0.356,-0.496,-1.094,-0.718,-1.277,0.67,0.165,-0.11,0.18,0.347,0.678,0.209,0.35,0.969,0.662,0.781,0.459,-0.448,-0.94,1.469,0.799,0.709,-0.269,-0.29,0.364,-0.594,-0.311,1.377
0.335,0.259,0.83,-0.754,-0.292,0.022,0.661,0.546,0.336,0.042,1.135,0.281,-0.429,-1.012,-0.862,-0.959,0.583,0.165,-0.122,0.164,-0.439,0.725,0.314,0.346,0.969,0.226,0.992,0.251,-0.45,-0.671,0.007,0.586,0.656,-0.269,-0.29,0.364,1.383,-1.137,0.398
0.134,0.495,0.016,-0.825,-0.163,0.079,0.577,0.566,0.272,0.042,0.294,0.163,-0.086,-0.012,-0.768,-0.959,0.535,0.43,-0.105,-0.319,-0.815,-0.07,0.133,0.349,0.969,-0.015,1.512,0.319,-0.052,-0.798,0.531,0.441,0.428,-0.269,-0.29,0.364,0.087,0.485,0.475
0.725,0.523,0.466,-0.849,0.01,-0.071,0.562,0.566,0.804,0.042,-0.223,-0.02,-0.23,-0.411,-0.889,-0.897,0.354,0.43,-0.121,0.101,-0.693,0.142,0.133,0.341,0.969,-0.07,1.316,0.484,0.827,-0.597,0.005,0.666,0.427,-0.269,-0.29,0.364,-0.448,-0.504,0.375
0.77,0.653,0.477,-0.839,0.122,0.24,0.634,0.555,0.93,0.042,-0.205,0.688,-0.338,-2.064,-1.096,-0.846,0.739,0.43,-0.116,0.268,-0.633,1.272,0.314,0.362,0.968,0.095,0.776,0.422,0.826,-0.55,0.731,0.669,0.238,-0.269,-0.29,0.364,-0.246,0.085,0.48
0.465,0.413,0.204,-0.832,0.317,-0.101,0.534,0.558,0.557,0.042,0.407,-0.007,-0.127,-0.129,-1.136,-0.696,0.441,0.43,-0.115,0.082,-0.773,-0.123,0.239,0.343,0.968,0.008,1.176,0.462,0.828,-0.456,0.158,0.562,0.21,-0.269,-0.29,0.364,0.591,-0.146,0.368
0.834,0.588,0.5,-0.689,0.204,0.154,0.591,0.566,0.846,0.042,-0.007,0.307,-0.111,-0.674,-1.288,-0.42,0.598,0.43,-0.102,0.257,-0.568,0.176,0.133,0.343,0.794,0.038,0.773,0.4,0.826,-0.215,0.357,0.722,0.343,-0.269,-0.29,0.364,-0.037,-0.037,0.324
0.749,0.636,0.756,-0.64,0.175,-0.094,0.635,0.61,0.911,0.042,0.103,0.088,-0.006,-0.228,-1.284,-0.42,0.632,0.43,-0.107,-0.019,-0.331,0.025,0.133,0.355,0.683,0.166,0.906,0.439,0.824,-0.215,1.414,0.75,0.485,-0.269,-0.29,0.364,0.187,-1.148,0.421
0.726,0.454,0.973,-0.357,0.055,0.111,0.778,0.667,0.712,0.042,0.359,0.389,0.115,0.019,-1.437,-0.2,0.852,0.43,-0.109,-0.242,-0.156,-0.404,-0.063,0.345,0.683,0.363,1.155,0.376,-0.456,-0.194,-0.136,0.803,-0.295,-0.269,-0.29,0.364,0.028,-1.343,0.847
-0.099,-0.07,0.107,-0.373,-0.046,0.24,0.743,0.683,0.13,0.042,0.987,0.634,0.028,-1.572,-1.579,-0.119,0.983,0.43,-0.11,0.088,-0.576,0.655,-0.063,0.339,0.683,0.356,0.624,0.162,-0.451,-0.409,0.693,0.497,0.179,-0.269,-0.29,0.364,1.243,0.73,-0.137
0.254,0.508,0.515,-0.431,0.125,-0.002,0.621,0.732,0.364,0.042,-0.406,0.269,0.311,-0.593,-1.529,-0.293,0.466,0.43,-0.113,0.041,-0.567,-0.115,-0.063,0.352,0.683,0.097,0.973,0.335,-0.447,-0.187,0.718,0.445,0.641,-0.269,-0.29,0.364,-0.011,-0.823,0.364
-0.184,-0.098,-0.153,-0.349,0.02,-0.02,0.527,0.682,-0.202,0.042,0.324,0.091,0.255,-1.198,-1.689,-0.267,0.473,0.43,-0.107,-0.089,-1.005,0.373,-0.063,0.342,0.683,-0.047,0.949,0.13,-0.448,-0.224,0.397,0.285,1.037,-0.269,-0.29,0.364,0.399,0.683,-0.295
0.199,0.094,0.406,-0.381,-0.169,-0.217,0.517,0.682,0.252,0.042,-0.463,-0.164,0.277,-0.356,-1.661,-0.254,0.173,-0.366,-0.114,-0.579,-0.911,-0.25,-0.063,0.337,0.683,-0.197,1.319,0.297,-0.446,-0.153,0.717,0.193,0.062,-0.269,-0.29,0.364,-0.66,-0.826,0.171
0.081,0.274,0.221,-0.611,-0.21,-0.16,0.489,0.649,0.182,0.042,-0.51,-0.016,0.072,-0.286,-1.646,-0.719,0.212,0.165,0.055033933518,-0.345,-0.601,-0.37,-0.063,0.333,0.683,0.162,1.661,0.325,-0.451,-0.78,-0.238,0.271,-0.184,-0.269,-0.29,0.364,0.141,-0.671,-0.149
-0.469,-0.584,-0.358,-0.729,-0.285,0.05,0.325,0.597,-0.2,0.042,-0.734,0.232,-0.291,-0.492,-1.689,-0.819,0.018,0.165,0.872,0.023,-0.986,-0.29,-0.259,0.343,0.684,0.388,1.576,0.118,0.75,-0.432,0.892,0.131,0.134,0.706,0.666,0.364,-0.719,0.964,-0.816
-0.677,-0.316,0.134,-1.31,-1.071,0.168,0.068,0.388,0.043,0.042,0.2513143946091433,0.46,-1.007,-0.284,-1.387,-1.083,-0.435,0.165,-0.211,-0.122,-1.034,-0.374,-0.259,0.336,0.6,0.482,1.724,0.296,0.746,-0.913,-0.056,-0.566,-0.276,-0.384,-0.29,0.364,0.22761818775662554,-1.366,-0.983
0.40560646770201064,-0.428,-0.507,-1.332,-0.612,-0.028,0.06,0.364,-0.585,0.042,-1.197,0.047,0.003,-1.511,-1.529,-1.276,-0.37,0.165,-0.2,0.709,-0.679,0.243,-0.259,0.334,0.826,0.675,0.389,0.097,0.746,-0.904,0.916,-0.194,0.713,-0.384,-0.29,0.364,-0.653,0.404,0.129
0.324,0.374,0.262,-1.41,-0.295,0.003,0.156,0.364,0.52,0.042,0.251,0.115,-0.354,-0.641,-1.877,-1.151,-0.169,0.165,-0.202,0.21,-0.794,-0.289,-0.621,0.33,0.826,0.207,0.836,0.3,0.744,-0.702,0.016,0.212,-0.557,-0.384,-0.29,0.364,-0.14,-0.806,0.85
0.067,0.236,0.795,-1.317,-0.709,0.309,0.393,0.408,0.357,0.042,0.636,0.838,-0.48,-0.461,-1.831,-0.901,0.296,0.165,-0.205,0.15,-0.499,-0.258,-0.47,0.351,0.826,0.201,1.153,0.329,0.747,-0.779,-0.77,0.226,-0.977,-0.384,-0.29,0.364,1.08,-1.08,-0.42
-0.884,0.35042033371151843,-0.059,-1.218,-0.493,0.344,0.493,0.439,-0.473,0.042,0.76,0.991,-0.602,-0.786,-1.784,-0.894,0.391,0.165,-0.209,-0.156,-0.68,0.077,-0.259,0.361,0.826,0.511,1.174,0.024,0.903,-0.942,-0.628,0.099,-0.97,-0.384,-0.29,0.364,0.493,1.105,-1.369
0.524,0.326,-0.336,-1.214,0.32,-0.603,0.265,0.373,0.45,0.042,-0.837,-1.614,0.446,-0.388,-1.92,0.063,-0.4,0.165,0.077,0.776,-0.078,-0.683,-0.621,0.3411044134692819,0.634,0.264,0.024,0.271,-0.45,-0.432,0.861,-0.506,0.384,-0.04,0.16,0.364,-1.347,0.006,-0.189
0.556,0.137,0.054,-0.779,-0.155,-0.189,0.449,0.395,0.268,0.042,0.491,-0.135,0.515,-0.898,-1.984,0.298,-0.162,0.165,0.074,0.394,0.647,-0.012,-0.47,0.333,0.536,0.19,0.535,0.234,-0.453,0.121,-0.233,-0.107,-0.01,-0.04,0.048,0.364,-0.161,-0.63,0.431
0.404,0.38,0.173,-0.413,-0.254,0.17,0.544,0.412,0.344,0.042,0.797,0.498,-0.111,-1.162,-1.834,0.298,0.105,0.165,-0.11,-0.164,0.605,0.217,-0.259,0.34,0.536,0.064,0.548,0.3,-0.449,-0.384,0.5,-0.107,0.99,-0.155,-0.065,0.364,0.531,-0.174,0.701
-0.195,-0.213,-0.316,-0.365,0.058,-0.154,0.508,0.504,-0.437,0.042,0.442,-0.311,-0.003,-0.679,-1.842,-0.217,0.142,0.276,-0.116,-0.182,0.178,-0.268,-0.621,0.335,0.536,-0.111,0.693,0.186,-0.451,-0.384,1.142,-0.049,1.019,-0.164,-0.074,0.364,1.18,0.337,0.077
0.583,0.402,0.089,-0.295,0.015,-0.254,0.523,0.504,0.522,0.042,-0.144,-0.464,-0.103,-0.496,-1.817,-0.217,0.036,0.43,-0.113,0.524,0.193,-0.446,-0.621,0.343,0.537,-0.126,0.751,0.344,-0.449,-0.387,0.479,-0.049,0.158,-0.269,-0.177,0.364,-0.121,-0.249,0.318
0.154,0.006,0.042,-0.241,-0.261,0.151,0.568,0.502,0.167,0.042,0.523,0.422,-0.183,-1.83,-1.71,-0.27,0.349,0.165,-0.11,0.197,0.059,0.586,-0.621,0.344,0.537,0.062,0.479,0.172,-0.451,-0.496,0.949,0.212,0.76,-0.269,-0.177,0.364,0.175,0.787,-0.234
0.143,0.119,-0.045,-0.265,0.007,-0.145,0.465,0.505,0.041,0.042,-0.65,-0.218,-0.146,-0.679,-1.974,-0.44,0.079,0.165,-0.114,-0.205,-0.026,-0.356,-0.47,0.345,0.537,-0.043,0.853,0.3,-0.449,-0.502,-0.143,-0.07,0.548,-0.269,-0.177,0.364,-0.172,-0.132,-0.014
0.021,0.027,0.561,-0.339,-0.884,0.047,0.595,0.507,0.249,0.042,0.03,0.295,-0.688,-0.974,-1.946,-0.562,0.239,0.165,-0.111,0.247,0.138,-0.058,-0.259,0.346,0.537,0.124,1.044,0.3,-0.453,-0.44,0.273,-0.015,0.601,-0.269,-0.177,0.364,-0.237,-1.071,0.175
-0.579,-0.204,-0.057,-0.28,-0.759,-0.059,0.551,0.562,-0.13,0.042,0.321,-0.068,-0.55,-0.63,-2.109,-0.623,0.392,0.276,-0.107,0.216,-0.404,-0.322,-0.259,0.345,0.536,0.294,1.25,0.136,0.096,-1.046,0.704,0.122,1.291,-0.269,-0.177,0.364,0.546,0.396,-0.279
-0.286,-0.018,0.535,-0.22,-0.851,0.017,0.593,0.562,0.272,0.042,-0.409,0.192,-0.847,-1.571,-2.178,-0.979,0.21,0.43,-0.111,0.152,-0.42,0.368,-0.259,0.345,0.536,0.51,0.984,0.375,1.138,-1.094,0.957,0.164,0.884,-0.269,-0.177,0.364,-0.167,-0.679,-0.068
-0.339,0.182,0.414,-0.328,-1.14,0.218,0.621,0.572,0.611,0.042,0.032,0.518,-1.021,-0.741,-2.236,-1.147,0.463,0.43,-0.186,0.284,-0.546,-0.258,-0.259,0.349,0.785,0.652,1.238,0.381,1.136,-1.184,0.892,0.371,0.378,-0.269,-0.177,0.364,0.005,-0.111,-0.246
-0.672,0.154,0.479,-0.299,0.13554063955030357,-0.041,0.652,0.584,0.321,0.042,0.143,0.085,-1.128,-0.827,-2.173,-1.231,0.572,0.43,-0.202,0.14,-0.546,-0.197,-0.259,0.333,0.826,0.848,0.947,0.369,1.136,-1.311,1.33,0.384,0.66,-0.327,-0.29,0.364,0.289,-0.285,-0.385
-0.543,0.514,0.822,-0.205,-1.197,-0.007,0.717,0.594,0.884,0.042,-0.491,0.218,-1.37,-0.779,-2.116,-1.429,0.644,0.165,-0.2,0.346,-0.399,-0.167,-0.259,0.341,0.825,1.015,0.798,0.461,1.137,-1.465,0.516,0.567,1.099,-0.374,-0.29,0.364,-0.45,-0.616,0.085
-0.189,0.557,0.589,-0.071,-0.659,-0.141,0.787,0.673,0.916,0.042,-0.069,-0.159,-1.002,-0.603,-2.051,-1.401,0.789,0.165,-0.205,-0.034,-0.11,-0.321,-0.621,0.341,0.825,1.124,0.772,0.496,-0.454,-1.465,1.052,0.666,0.75,-0.384,-0.29,0.364,-0.005,-0.354,0.1
0.334,0.459,0.692,0.187,-0.623,0.064,0.89,0.673,0.894,0.042,0.308,0.336,-0.768,-1.362,-2.038,-1.387,0.94,0.165,-0.214,-0.136,0.167,0.211,-0.621,0.342,0.826,1.21,0.462,0.457,-0.454,-1.21,0.044,0.749,0.528,-0.384,-0.29,0.364,0.374,-0.63,-0.028
-0.002,0.011,0.345,0.176,-0.435,-0.0,0.836,0.783,0.12,0.042,0.052,0.066,-0.045,-0.983,-2.143,-1.06,0.778,0.165,-0.212,0.161,0.365,-0.138,-0.259,0.344,0.826,1.135,0.624,0.331,-0.451,-1.087,1.315,0.526,0.875,-0.384,-0.29,0.364,0.227,-0.356,0.054
0.684,0.386,0.737,0.323,-0.135,-0.675,0.849,0.784,0.79,0.042,0.186,-1.318,-0.24,-0.437,-2.198,-1.06,0.732,0.165,-0.212,-0.007,0.481,-0.543,-0.41,0.335,0.826,0.934,0.951,0.376,-0.45,-0.915,1.001,0.462,0.87,-0.384,-0.29,0.364,-0.068,-1.121,0.345
0.342,0.315,0.327,0.267,-0.302,0.104,0.857,0.785,0.438,0.042,0.304,0.175,-0.199,-0.695,-2.047,-0.738,0.782,0.165,-0.208,-0.06,0.341,-0.318,-0.621,0.343,0.827,0.711,1.051,0.311,-0.454,-0.798,0.85,0.268,0.536,-0.384,-0.29,0.364,0.252,0.083,0.625
0.298,0.129,0.931,0.316,-0.817,-0.707,0.892,0.801,0.534,0.042,0.545,-1.238,-0.648,-0.523,-2.065,-0.817,0.739,0.165,-0.208,-0.486,0.181,-0.435,-0.621,0.334,0.827,0.573,1.256,0.3,-0.453,-0.921,0.83,0.247,0.667,-0.384,-0.29,0.364,0.626,-1.575,0.053
-0.614,0.013,0.462,0.321,0.13554063955030357,0.116,0.921,0.801,0.327,0.042,0.015,0.253,-1.002,-0.818,-2.05,-0.856,0.855,0.165,-0.2,-0.284,-0.102,-0.172,-0.621,0.343,0.826,0.72,1.443,0.409,-0.449,-1.308,0.533,0.043,0.525,-0.384,0.104,0.364,0.103,-0.084,-0.099
0.40560646770201064,0.275,1.258,0.249,0.13554063955030357,-0.005,0.998,0.831,0.417,0.042,-0.407,0.161,0.147952440767372,-0.488,-2.031,-1.324,0.909,0.165,-0.209,-0.262,-0.261,-0.423,-0.259,0.323,0.826,0.887,1.58,0.253,0.82,-1.444,-0.082,0.357,0.167,-0.384,0.104,0.364,-0.616,-1.844,-0.07
